Department,Tech Group,Sub-Category_x,Priority,Description,assistant (For Getlogs only),Category,Sub-Category_y
Operations Team,Service Delivery Asset Management,Vendor Assessment,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Estimate?
Operations Team,Service Delivery Asset Management,Vendor Assessment,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Costing?
Operations Team,Service Delivery Asset Management,Vendor Assessment,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Awarding?
Operations Team,Service Delivery Asset Management,Project Estimate,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Vendor Assessment?
Operations Team,Service Delivery Asset Management,Project Estimate,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Estimate?
Operations Team,Service Delivery Asset Management,Project Estimate,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Costing?
Operations Team,Service Delivery Asset Management,Project Estimate,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Awarding?
Operations Team,Service Delivery Asset Management,Project Costing,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Vendor Assessment?
Operations Team,Service Delivery Asset Management,Project Costing,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Estimate?
Operations Team,Service Delivery Asset Management,Project Costing,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Costing?
Operations Team,Service Delivery Asset Management,Project Costing,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Awarding?
Operations Team,Service Delivery Asset Management,Project Awarding,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Vendor Assessment?
Operations Team,Service Delivery Asset Management,Project Awarding,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Estimate?
Operations Team,Service Delivery Asset Management,Project Awarding,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Costing?
Operations Team,Service Delivery Asset Management,Project Awarding,,N/A. This is general category and breakdown is provided below.,,Non-IT Asset Service Delivery,Project Awarding?
Operations Team,Service Delivery Asset Management,Asset tag number issuance,P3-Service Delivery Asset,"Any tickets related to asset tag number creation, printing and issuance to site.",,Non-IT Asset Tag,Asset tag number issuance
Operations Team,Service Delivery Asset Management,Reprinting,P2-Service Deivery Asset,Any tickets related reprinting of existing asset tag number.,,Non-IT Asset Tag,Reprinting
Operations Team,Service Delivery Asset Management,Asset tag tracing,P3-Service Delivery Asset,Any tickets related to asset tag tracing.,,Non-IT Asset Tag,Asset tag tracing
Operations Team,Service Delivery Asset Management,Asset tag number re-issuance due to transfer ownership,P3-Service Delivery Asset,Any tickets related to asset tag number re-issuance for transfer of ownership.,,Non-IT Asset Tag,Asset tag number re-issuance due to transfer ownership
Operations Team,Service Delivery Asset Management,Asset Counting,P3-Service Delivery Asset,Any tickets related to asset inventory.,,Non-IT Asset Tag,Asset Counting
Operations Team,Service Delivery Asset Management,Asset tag tagging,P4-Service Delivery Asset,Any tickets related to asset tag tagging in site.,,Non-IT Asset Tag,Asset tag tagging
Operations Team,Service Delivery Asset Management,Testing and Commissioning,P2-Service Deivery Asset,Any tickets related for testing and commissioning in site.,,PQE - Site Inspection,Testing and Commissioning
Operations Team,Service Delivery Asset Management,Project Initial Punchlist (50%),P3-Service Delivery Asset,Any tickets related to initial punchlist of project at 50%.,,PQE - Site Inspection,Project Initial Punchlist (50%)
Operations Team,Service Delivery Asset Management,Quality Assessment / Verification,P2-Service Deivery Asset,Any tickets related to quality checking in site.,,PQE - Site Inspection,Quality Assessment / Verification
Operations Team,Service Delivery Asset Management,Project Initial Punchlist (80-90%),P3-Service Delivery Asset,Any tickets related to initial punchlist of project at 80%-90%.,,PQE - Site Inspection,Project Initial Punchlist (80-90%)
Operations Team,Service Delivery Asset Management,Mechanical Plan,P3-Service Delivery Asset,Any tickets related to review of mechanical plan.,,PQE - Plan Review Request,Mechanical Plan
Operations Team,Service Delivery Asset Management,Initial Detailed Cost Estimate,P3-Service Delivery Asset,Any tickets related to generation of initial detailed cost estimate.,,PQS - Project Estimate?,Initial Detailed Cost Estimate?
Operations Team,Service Delivery Asset Management,Revised Detailed Cost Estimate,P2-Service Deivery Asset,Any tickets related to revision of detailed cost estimate.,,PQS - Project Estimate?,Revise Detailed Cost Estimate?
Operations Team,Service Delivery Asset Management,OSM Quantifying,P1-Service Delivery Asset,Any tickets related to quantifying of OSM materials.,,PQS - Project Estimate?,OSM Quantifying
Operations Team,Service Delivery Asset Management,Revise Budgetary Cost Estimate,P1-Service Delivery Asset,Any tickets related to revision of budgetary cost estimate.,,PQS - Project Estimate?,Revise Budgetary Cost Estimate
Operations Team,Service Delivery Asset Management,Initial Budgetary Cost Estimate,P1-Service Delivery Asset,Any tickets related to generation of initial budgetary cost estimate.,,PQS - Project Estimate?,Initial Budgetary Cost Estimate?
Operations Team,Service Delivery Asset Management,New Accredited Vendor Interview,P1-Service Delivery Asset,Any tickets related to new vendor for interview.,,PQS - Vendor Assessment?,New Accredited Vendor Interview
Operations Team,Service Delivery Asset Management,New Accredited Vendor Ocular Vist,P1-Service Delivery Asset,Any tickets related to assisting new vendor for ocular visit.,,PQS - Vendor Assessment?,New Accredited Vendor Ocular Visit
Operations Team,Service Delivery Asset Management,New Vendor Capability Review,P2-Service Deivery Asset,Any tickets related to reviewing the company profile of new vendor.,,PQS - Vendor Assessment?,New Vendor Capability Review?
Operations Team,Service Delivery Asset Management,Draft of Construction Agreement,P2-Service Deivery Asset,Any tickets related to drafting of construction agreement for awarded vendor.,,PQS - Contractor Awarding?,Draft of Construction Agreement
Operations Team,Service Delivery Asset Management,Construction Agreement Issuance & Signing,P5-Service Delivery Asset,Any tickets related to construction agreement issuance and signing of KMC and vendor.,,PQS - Contractor Awarding?,Construction Agreement Issuance & Signing
Operations Team,Service Delivery Asset Management,Draft of Notice to Award & Rejection Notice,P1-Service Delivery Asset,Any tickets related to drafting of notice to award and rejection notice to vendors.,,PQS - Contractor Awarding?,Draft of Notice to Award & Rejection Notice
Operations Team,Service Delivery Asset Management,Release for Bidding / Vendor Quotation,P1-Service Delivery Asset,Any tickets related to release for bidding to invited vendors.,,PQS - Pre-Project Phase,Release for Bidding / Vendor Quotation
Operations Team,Service Delivery Asset Management,Ocular Inspection with Gencon,P1-Service Delivery Asset,Any tickets related to assisting the vendors for ocular inspection.,,PQS - Pre-Project Phase,Ocular Inspection with Gencon
Operations Team,Service Delivery Asset Management,Project Quantifying,P2-Service Deivery Asset,Any tickets related to quantifying of project based on floor plan.,,PQS - Pre-Project Phase,Project Quantifying
Operations Team,Service Delivery Asset Management,Respond to Bid Queries,P1-Service Delivery Asset,Any tickets related to answering the bid queries of vendors.,,PQS - Pre-Project Phase,Respond to Bid Queries
Operations Team,Service Delivery Asset Management,Cost Comparison Review,P2-Service Deivery Asset,Any tickets related to generating and review of cost comparison based on the submitted cost of vendors.,,PQS - Pre-Project Phase,Cost Comparison Review
Operations Team,Service Delivery Asset Management,BOM Request,P1-Service Delivery Asset,Any tickets related to asking of bill of material for the specific project.,,PQS - Pre-Project Phase,BOM Request
Operations Team,Service Delivery Asset Management,BOM Request,P1-Service Delivery Asset,Any tickets related to asking of bill of material for the specific project.,,PQS - Pre-Project Phase,Vendor Quotation/BOM Request
Operations Team,Service Delivery Asset Management,Initial BOM Review,P2-Service Deivery Asset,Any tickets related to review of initial bill of material.,,PQS - Pre-Project Phase,Initial BOM Review
Operations Team,Service Delivery Asset Management,Revise BOM Review,P2-Service Deivery Asset,Any tickets related to review of revised bill of material.,,PQS - Pre-Project Phase,Revise BOM Review
Operations Team,Service Delivery Asset Management,Vendor Quotation/BOM Request,P1-Service Delivery Asset,Any tickets related to asking of bill of material for the specific project.,,PQS - Pre-Project Phase,BOM Request
Operations Team,Service Delivery Asset Management,Vendor Quotation/BOM Request,P1-Service Delivery Asset,Any tickets related to asking of bill of material for the specific project.,,PQS - Pre-Project Phase,Vendor Quotation/BOM Request
Operations Team,Service Delivery Asset Management,VO Quotation Request,P3-Service Delivery Asset,Any tickets related to variation order quotation request.,,PQS - Post Project Phase,VO Quotation Request
